date,amount,merchant,category,account_id,description
2023-01-01,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-01,-30,Uber,Rideshare,acc_001,Weekend ride
2023-01-02,1800,Employer,Income,acc_001,Salary deposit
2023-01-02,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-01-02,-52.99,Adobe Creative,Subscriptions,acc_001,Quarterly subscription
2023-01-02,-139,Amazon Prime,Subscriptions,acc_001,Annual subscription
2023-01-02,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-02,-12,Lyft,Rideshare,acc_001,Weekend ride
2023-01-03,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-01-03,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-04,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-01-04,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-05,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-01-05,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-05,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-07,-25,Sweetgreen,Restaurants,acc_001,Friday dinner
2023-01-08,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-08,-24,Lyft,Rideshare,acc_001,Weekend ride
2023-01-08,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-01-09,-12,Uber,Rideshare,acc_001,Weekend ride
2023-01-10,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-01-10,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-01-10,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-11,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-11,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-11,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-01-12,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-01-12,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-01-13,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-14,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-14,-25,Chipotle,Restaurants,acc_001,Friday dinner
2023-01-15,-18,Lyft,Rideshare,acc_001,Weekend ride
2023-01-15,-55,Whole Foods,Groceries,acc_001,Grocery shopping
2023-01-16,1800,Employer,Income,acc_001,Salary deposit
2023-01-16,-15.99,Netflix,Subscriptions,acc_001,Monthly subscription
2023-01-16,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-01-16,-29.99,Microsoft 365,Subscriptions,acc_001,Quarterly subscription
2023-01-16,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-01-16,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-16,-24,Uber,Rideshare,acc_001,Weekend ride
2023-01-17,-10.99,Spotify,Subscriptions,acc_001,Monthly subscription
2023-01-17,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-01-17,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-01-18,-2.99,Apple iCloud,Subscriptions,acc_001,Monthly subscription
2023-01-18,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-01-18,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-19,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-01-21,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-01-21,-55,Whole Foods,Groceries,acc_001,Grocery shopping
2023-01-21,-60,Sweetgreen,Restaurants,acc_001,Friday dinner
2023-01-22,-30,Lyft,Rideshare,acc_001,Weekend ride
2023-01-22,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-01-23,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-23,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-24,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-01-24,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-01-24,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-25,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-01-26,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-01-26,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-27,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-01-27,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-28,-60,Chipotle,Restaurants,acc_001,Friday dinner
2023-01-29,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-01-29,-24,Uber,Rideshare,acc_001,Weekend ride
2023-01-29,-72,Whole Foods,Groceries,acc_001,Grocery shopping
2023-01-31,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-01-31,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-01-31,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-02-02,1800,Employer,Income,acc_001,Salary deposit
2023-02-02,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-02-02,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-02-02,-60,Costco Membership,Subscriptions,acc_001,Annual subscription
2023-02-02,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-02,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-03,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-02-03,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-04,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-02-04,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-04,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-04,-45,Local Bistro,Restaurants,acc_001,Friday dinner
2023-02-05,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-02-06,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-06,-12,Lyft,Rideshare,acc_001,Weekend ride
2023-02-07,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-02-07,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-07,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-08,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-08,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-08,-55,Whole Foods,Groceries,acc_001,Grocery shopping
2023-02-09,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-02-09,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-09,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-10,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-02-11,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-11,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-11,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-02-11,-45,Local Bistro,Restaurants,acc_001,Friday dinner
2023-02-12,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-12,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-12,-30,Lyft,Rideshare,acc_001,Weekend ride
2023-02-13,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-02-13,-30,Lyft,Rideshare,acc_001,Weekend ride
2023-02-14,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-02-14,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-15,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-15,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-15,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-02-16,1800,Employer,Income,acc_001,Salary deposit
2023-02-16,-15.99,Netflix,Subscriptions,acc_001,Monthly subscription
2023-02-16,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-02-16,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-02-16,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-17,-10.99,Spotify,Subscriptions,acc_001,Monthly subscription
2023-02-17,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-18,-2.99,Apple iCloud,Subscriptions,acc_001,Monthly subscription
2023-02-18,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-02-18,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-19,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-19,-12,Lyft,Rideshare,acc_001,Weekend ride
2023-02-21,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-02-21,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-21,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-21,-55,Whole Foods,Groceries,acc_001,Grocery shopping
2023-02-22,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-02-23,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-02-23,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-02-24,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-02-25,-25,Sweetgreen,Restaurants,acc_001,Friday dinner
2023-02-26,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-02-27,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-02-28,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-03-01,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-01,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-01,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-03-02,1800,Employer,Income,acc_001,Salary deposit
2023-03-02,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-03-02,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-03-02,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-03,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-03,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-04,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-03-04,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-05,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-05,-12,Lyft,Rideshare,acc_001,Weekend ride
2023-03-06,-24,Lyft,Rideshare,acc_001,Weekend ride
2023-03-07,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-03-07,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-07,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-08,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-08,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-08,-72,Whole Foods,Groceries,acc_001,Grocery shopping
2023-03-09,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-03-11,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-11,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-03-12,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-12,-12,Uber,Rideshare,acc_001,Weekend ride
2023-03-12,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-12,-30,Lyft,Rideshare,acc_001,Weekend ride
2023-03-13,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-03-13,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-14,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-14,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-14,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-03-15,1800,Employer,Income,acc_001,Salary deposit
2023-03-15,-15.99,Netflix,Subscriptions,acc_001,Monthly subscription
2023-03-15,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-03-15,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-03-15,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-16,-10.99,Spotify,Subscriptions,acc_001,Monthly subscription
2023-03-16,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-17,-2.99,Apple iCloud,Subscriptions,acc_001,Monthly subscription
2023-03-17,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-03-17,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-17,-60,Sweetgreen,Restaurants,acc_001,Friday dinner
2023-03-18,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-18,-30,Lyft,Rideshare,acc_001,Weekend ride
2023-03-19,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-19,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-19,-24,Lyft,Rideshare,acc_001,Weekend ride
2023-03-20,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-03-20,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-20,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-20,-72,Whole Foods,Groceries,acc_001,Grocery shopping
2023-03-21,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-21,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-21,-55,Whole Foods,Groceries,acc_001,Grocery shopping
2023-03-22,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-03-22,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-23,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-24,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-24,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-25,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-25,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-03-25,-24,Uber,Rideshare,acc_001,Weekend ride
2023-03-27,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-03-27,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-27,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-03-28,-72,Whole Foods,Groceries,acc_001,Grocery shopping
2023-03-29,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-03-30,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-03-30,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-03-31,-25,Chipotle,Restaurants,acc_001,Friday dinner
2023-04-01,1800,Employer,Income,acc_001,Salary deposit
2023-04-01,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-04-01,-52.99,Adobe Creative,Subscriptions,acc_001,Quarterly subscription
2023-04-02,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-02,-12,Lyft,Rideshare,acc_001,Weekend ride
2023-04-03,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-04-03,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-04-03,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-04,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-05,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-04-05,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-06,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-06,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-07,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-04-07,-32,Sweetgreen,Restaurants,acc_001,Friday dinner
2023-04-08,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-08,-12,Uber,Rideshare,acc_001,Weekend ride
2023-04-09,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-09,-12,Lyft,Rideshare,acc_001,Weekend ride
2023-04-10,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-04-10,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-10,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-04-11,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-12,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-04-12,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-12,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-13,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-14,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-14,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-14,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-04-14,-45,Local Bistro,Restaurants,acc_001,Friday dinner
2023-04-15,1800,Employer,Income,acc_001,Salary deposit
2023-04-15,-15.99,Netflix,Subscriptions,acc_001,Monthly subscription
2023-04-15,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-04-15,-29.99,Microsoft 365,Subscriptions,acc_001,Quarterly subscription
2023-04-16,-10.99,Spotify,Subscriptions,acc_001,Monthly subscription
2023-04-16,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-17,-2.99,Apple iCloud,Subscriptions,acc_001,Monthly subscription
2023-04-17,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-04-17,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-04-17,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-17,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-18,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-18,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-19,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-04-19,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-20,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-20,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-20,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-04-21,-72,Whole Foods,Groceries,acc_001,Grocery shopping
2023-04-21,-60,Local Bistro,Restaurants,acc_001,Friday dinner
2023-04-22,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-22,-30,Lyft,Rideshare,acc_001,Weekend ride
2023-04-23,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-23,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-23,-18,Uber,Rideshare,acc_001,Weekend ride
2023-04-24,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-04-24,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-25,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-26,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-04-26,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-26,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-27,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-04-27,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-04-28,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-04-29,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-30,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-04-30,-72,Whole Foods,Groceries,acc_001,Grocery shopping
2023-05-01,1800,Employer,Income,acc_001,Salary deposit
2023-05-01,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-05-01,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-05-01,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-05-02,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-03,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-05-03,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-05-04,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-05,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-05-05,-45,Chipotle,Restaurants,acc_001,Friday dinner
2023-05-06,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-06,-3.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-05-06,-12,Uber,Rideshare,acc_001,Weekend ride
2023-05-07,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-07,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-05-08,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-05-09,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-10,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-05-10,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-10,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-10,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-05-11,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-05-12,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-05-12,-32,Sweetgreen,Restaurants,acc_001,Friday dinner
2023-05-13,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-13,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-14,-12,Uber,Rideshare,acc_001,Weekend ride
2023-05-14,-96,Whole Foods,Groceries,acc_001,Grocery shopping
2023-05-15,1800,Employer,Income,acc_001,Salary deposit
2023-05-15,-15.99,Netflix,Subscriptions,acc_001,Monthly subscription
2023-05-15,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-05-15,-25,Gym Membership,Subscriptions,acc_001,Bi-weekly subscription
2023-05-15,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-16,-10.99,Spotify,Subscriptions,acc_001,Monthly subscription
2023-05-16,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-17,-2.99,Apple iCloud,Subscriptions,acc_001,Monthly subscription
2023-05-17,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-05-17,-45,Cleaning Service,Subscriptions,acc_001,Bi-weekly subscription
2023-05-17,-4.25,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-18,-4.25,Local Coffee,Coffee,acc_001,Coffee purchase
2023-05-18,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-19,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-19,-5.5,Local Coffee,Coffee,acc_001,Coffee purchase
2023-05-20,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-20,-24,Uber,Rideshare,acc_001,Weekend ride
2023-05-20,-55,Whole Foods,Groceries,acc_001,Grocery shopping
2023-05-21,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-21,-18,Lyft,Rideshare,acc_001,Weekend ride
2023-05-21,-72,Whole Foods,Groceries,acc_001,Grocery shopping
2023-05-22,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-05-22,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-24,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
2023-05-24,-3.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-26,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-26,-25,Chipotle,Restaurants,acc_001,Friday dinner
2023-05-27,-3.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-27,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-27,-24,Lyft,Rideshare,acc_001,Weekend ride
2023-05-28,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-28,-18,Lyft,Rideshare,acc_001,Weekend ride
2023-05-28,-120,Whole Foods,Groceries,acc_001,Grocery shopping
2023-05-29,-12.99,Blue Apron,Subscriptions,acc_001,Weekly subscription
2023-05-29,-4.25,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-29,-5.5,Dunkin,Coffee,acc_001,Coffee purchase
2023-05-30,-5.5,Starbucks,Coffee,acc_001,Coffee purchase
2023-05-30,-55,Whole Foods,Groceries,acc_001,Grocery shopping
2023-05-31,-14.99,HelloFresh,Subscriptions,acc_001,Weekly subscription
